question,answer,enhanced_prompt,enhanced_completion,chart_type,difficulty,id,notes,original_image,source,split,task_type,verified
Rank the top 3 quarters by total revenue.,"Q2, Q3, Q4","Provide your response to the following prompt:

<prompt>
Analyze the provided stacked bar chart titled 'Quarterly Revenue by Channel' to determine the total revenue for each quarter. Then, rank the top 3 quarters in descending order based on their total revenue.

**Chart Data Details:**
- **Q1:** Direct ($1200), Partner ($2000), Marketplace ($4300)
- **Q4:** Direct ($600), Partner ($2700), Marketplace ($4100)
- **Q2:** Direct ($3600), Partner ($1500), Marketplace ($3800)
- **Q3:** Direct ($2100), Partner ($3500), Marketplace ($1900)

**Instructions:**
1. Calculate the sum of revenue for each quarter using the values provided above.
2. Sort the quarters from highest total revenue to lowest.
3. List the top 3 quarters with their calculated total revenue.
</prompt>

Adhere to the following constraints in your response unless it contradicts a constraint that is already given in the prompt above:

# Constraints
The question you must answer is from a data-analysis-visualization domain. You are a Business Intelligence Analyst with expertise in data visualization. You are skilled at interpreting stacked bar charts and performing quantitative aggregations to derive business insights, making you ideal for ranking performance across time periods. Do not make reference to your persona, job or expertise in the response, your background should only inform the quality of the response.. Respond in the language of the user's prompt unless requested otherwise. Ensure that the length of your response is minimal. Your response must be as short as possible (even if this would require sacrificing some stylistic qualities of your response) while correctly adhering to all of the given instructions.

# Important
In your response, do not explicitly reference or reveal to the user the domain, persona constraints stated here. Instead, just use these constraints to improve the quality of the response. Ensure that your response is in the same language of the user.","Q2 ($8900), Q3 ($7500), Q4 ($7400)",stacked_bar,medium,syn_stacked_0140__q4,"annotated stacked bars; procedural gen (seed=45, idx=40)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_stacked_0140.png,synthetic,train,rank_order,true
List the top 3 regions by total revenue.,"EMEA, NA, APAC","Provide your response to the following prompt:

<prompt>
Analyze the provided stacked bar chart titled 'Revenue by Region: Product Breakdown' to determine the top 3 regions by total revenue. For each region, sum the values of the 'Basic', 'Pro', and 'Premium' product segments to calculate the total revenue. Then, list the top 3 regions in descending order based on these calculated totals.
</prompt>

Adhere to the following constraints in your response unless it contradicts a constraint that is already given in the prompt above:

# Constraints
The question you must answer is from a data-analysis-visualization domain. You are a Business Intelligence Analyst expert in data visualization. You have a keen eye for interpreting stacked bar charts and performing quick quantitative aggregations to derive business insights. Your professional background allows you to accurately sum regional revenue components to rank performance. Do not make reference to your persona, job or expertise in the response, your background should only inform the quality of the response.. Respond in the language of the user's prompt unless requested otherwise. Ensure that the length of your response is minimal. Your response must be as short as possible (even if this would require sacrificing some stylistic qualities of your response) while correctly adhering to all of the given instructions.

# Important
In your response, do not explicitly reference or reveal to the user the domain, persona constraints stated here. Instead, just use these constraints to improve the quality of the response. Ensure that your response is in the same language of the user.","EMEA, NA, APAC",stacked_bar,medium,syn_stacked_0144__q4,"annotated stacked bars; procedural gen (seed=45, idx=44)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_stacked_0144.png,synthetic,train,rank_order,true
Which channel accounted for the least spend?,Paid Search,"Provide your response to the following prompt:

<prompt>
Based on the provided pie chart titled 'Ad Spend by Channel', identify which marketing channel accounts for the smallest percentage of the total ad spend.
</prompt>

Adhere to the following constraints in your response unless it contradicts a constraint that is already given in the prompt above:

# Constraints
The question you must answer is from a data-analysis-visualization domain. You are a data analyst specializing in marketing performance. You have an expert eye for interpreting visual data representations like pie charts and are skilled at extracting specific quantitative insights to help businesses optimize their advertising spend. Do not make reference to your persona, job or expertise in the response, your background should only inform the quality of the response.. Respond in the language of the user's prompt unless requested otherwise. Ensure that the length of your response is minimal. Your response must be as short as possible (even if this would require sacrificing some stylistic qualities of your response) while correctly adhering to all of the given instructions.

# Important
In your response, do not explicitly reference or reveal to the user the domain, persona constraints stated here. Instead, just use these constraints to improve the quality of the response. Ensure that your response is in the same language of the user.",Paid Search,pie,easy,syn_pie_0180__q2,"annotated pie; procedural gen (seed=46, idx=80)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_pie_0180.png,synthetic,train,max_min,true
"In 2023, which segment had the highest revenue?",Consumer,"Provide your response to the following prompt:

<prompt>
Based on the provided bar chart titled '2023-2024 Revenue by Segment', identify which segment generated the highest revenue in the year 2023. Please refer to the blue bars representing 2023 data to determine the answer.
</prompt>

Adhere to the following constraints in your response unless it contradicts a constraint that is already given in the prompt above:

# Constraints
The question you must answer is from a data-analysis-visualization domain. You are a data analyst specializing in business intelligence. You have a keen eye for interpreting charts and graphs to extract specific KPIs and financial metrics, making you ideal for accurately reading revenue data from visual segments. Do not make reference to your persona, job or expertise in the response, your background should only inform the quality of the response.. Respond in the language of the user's prompt unless requested otherwise. Ensure that the length of your response is minimal. Your response must be as short as possible (even if this would require sacrificing some stylistic qualities of your response) while correctly adhering to all of the given instructions.

# Important
In your response, do not explicitly reference or reveal to the user the domain, persona constraints stated here. Instead, just use these constraints to improve the quality of the response. Ensure that your response is in the same language of the user.",Consumer,grouped_bar,easy,syn_grouped_0188__q2,"annotated grouped bars; procedural gen (seed=44, idx=88)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_grouped_0188.png,synthetic,train,max_min,true
Was APAC's share of revenue larger than MEA's?,Yes,"Provide your response to the following prompt:

<prompt>
Based on the provided pie chart titled 'Revenue by Region', determine whether the APAC region's revenue share is larger than the MEA region's revenue share. Please compare the percentage values labeled for each region to support your answer.
</prompt>

Adhere to the following constraints in your response unless it contradicts a constraint that is already given in the prompt above:

# Constraints
The question you must answer is from a data-analysis-visualization domain. You are a Business Intelligence Analyst experienced in data storytelling. You possess a keen eye for interpreting visual data representations like pie charts and comparing quantitative metrics to provide accurate business insights. Do not make reference to your persona, job or expertise in the response, your background should only inform the quality of the response.. Respond in the language of the user's prompt unless requested otherwise. Ensure that the length of your response is minimal. Your response must be as short as possible (even if this would require sacrificing some stylistic qualities of your response) while correctly adhering to all of the given instructions.

# Important
In your response, do not explicitly reference or reveal to the user the domain, persona constraints stated here. Instead, just use these constraints to improve the quality of the response. Ensure that your response is in the same language of the user.",Yes,pie,medium,syn_pie_0127__q3,"annotated pie; procedural gen (seed=46, idx=27)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_pie_0127.png,synthetic,train,compare_categories,true
"In panel (a), did Inflation-protected fund flows increase or decrease after the start of the Middle East war?",Increased,"Provide your response to the following prompt:

<prompt>
Based on the provided chart, specifically panel (a) titled 'Global investment fund flows into European bonds', analyze the trend for 'Inflation-protected' funds (represented by the dark blue line) relative to the vertical marker labeled 'Start of Middle East war'. Did the fund flows for this category increase or decrease following that event?
</prompt>

Adhere to the following constraints in your response unless it contradicts a constraint that is already given in the prompt above:

# Constraints
The question you must answer is from a market-analysis domain. You are a senior financial analyst specializing in global bond markets and macroeconomic trends. You possess a keen eye for interpreting complex financial charts and data visualizations to identify market shifts. Your expertise allows you to accurately correlate geopolitical events with investment fund flow patterns. Do not make reference to your persona, job or expertise in the response, your background should only inform the quality of the response.. Respond in the language of the user's prompt unless requested otherwise. Ensure that the length of your response is minimal. Your response must be as short as possible (even if this would require sacrificing some stylistic qualities of your response) while correctly adhering to all of the given instructions.

# Important
In your response, do not explicitly reference or reveal to the user the domain, persona constraints stated here. Instead, just use these constraints to improve the quality of the response. Ensure that your response is in the same language of the user.",Increased,mixed,medium,hs_0003__q1,hardset; ECB; charts15.png,https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/hs_0003.png,hardset,train,trend_direction,true
Which region recorded the lowest total revenue?,LATAM,"Provide your response to the following prompt:

<prompt>
Based on the provided chart titled 'Regional Revenue by Product', which region recorded the lowest total revenue?
</prompt>

Adhere to the following constraints in your response unless it contradicts a constraint that is already given in the prompt above:

# Constraints
The question you must answer is from a data-analysis-visualization domain. You are a Business Intelligence Analyst experienced in data storytelling and visualization. You possess a keen eye for interpreting stacked bar charts and performing quick quantitative comparisons to derive business insights. Your expertise allows you to accurately aggregate segmented data to determine total regional performance. Do not make reference to your persona, job or expertise in the response, your background should only inform the quality of the response.. Respond in the language of the user's prompt unless requested otherwise. Ensure that the length of your response is minimal. Your response must be as short as possible (even if this would require sacrificing some stylistic qualities of your response) while correctly adhering to all of the given instructions.

# Important
In your response, do not explicitly reference or reveal to the user the domain, persona constraints stated here. Instead, just use these constraints to improve the quality of the response. Ensure that your response is in the same language of the user.",LATAM,stacked_bar,medium,syn_stacked_0135__q2,"annotated stacked bars; procedural gen (seed=45, idx=35)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_stacked_0135.png,synthetic,train,max_min,true
By what percent did users change from Feb to May?,11.4%,"Provide your response to the following prompt:

<prompt>
Using the provided chart titled 'Monthly Active Users — H1 2025', calculate the percentage change in the number of active users from February to May. Show your work by identifying the specific values for each month and applying the percentage change formula.
</prompt>

Adhere to the following constraints in your response unless it contradicts a constraint that is already given in the prompt above:

# Constraints
The question you must answer is from a data-analysis-visualization domain. You are a data analyst with expertise in business intelligence. You are skilled at extracting quantitative values from visualizations and performing percentage change calculations to provide accurate growth insights. Do not make reference to your persona, job or expertise in the response, your background should only inform the quality of the response.. Respond in the language of the user's prompt unless requested otherwise. Ensure that the length of your response is minimal. Your response must be as short as possible (even if this would require sacrificing some stylistic qualities of your response) while correctly adhering to all of the given instructions.

# Important
In your response, do not explicitly reference or reveal to the user the domain, persona constraints stated here. Instead, just use these constraints to improve the quality of the response. Ensure that your response is in the same language of the user.","February: 13200
May: 14700
Percentage Change = ((14700 - 13200) / 13200) * 100 = 11.36%",line,medium,syn_line_0126__q4,"annotated line; procedural gen (seed=43, idx=26, trend=up)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_line_0126.png,synthetic,train,percent_change_ratio,true
"Between Jan and Feb, did revenue increase or decrease?",Increased,"Provide your response to the following prompt:

<prompt>
Analyze the provided line chart titled 'Monthly Revenue — H1 2025'. Based on the data points shown for January and February, determine whether the revenue increased or decreased between these two months.
</prompt>

Adhere to the following constraints in your response unless it contradicts a constraint that is already given in the prompt above:

# Constraints
The question you must answer is from a data-analysis-visualization domain. You are a data analyst with a keen eye for detail. You specialize in interpreting visual data representations like line charts to identify trends and changes over time, making you perfectly suited to extract and compare specific data points from a revenue graph. Do not make reference to your persona, job or expertise in the response, your background should only inform the quality of the response.. Respond in the language of the user's prompt unless requested otherwise. Ensure that the length of your response is minimal. Your response must be as short as possible (even if this would require sacrificing some stylistic qualities of your response) while correctly adhering to all of the given instructions.

# Important
In your response, do not explicitly reference or reveal to the user the domain, persona constraints stated here. Instead, just use these constraints to improve the quality of the response. Ensure that your response is in the same language of the user.",Increased,line,easy,syn_line_0160__q3,"annotated line; procedural gen (seed=43, idx=60, trend=up)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_line_0160.png,synthetic,train,trend_direction,true
What was the percent change in users from Jul to Nov?,-32.9%,"Provide your response to the following prompt:

<prompt>
Based on the provided chart titled 'Monthly Active Users — H1 2025', calculate the percent change in active users from July to November. Use the specific data points labeled on the graph: 21900 for July and 14700 for November. Show your calculation steps and provide the final percentage rounded to two decimal places.
</prompt>

Adhere to the following constraints in your response unless it contradicts a constraint that is already given in the prompt above:

# Constraints
The question you must answer is from a data-analysis-visualization domain. You are a Data Analyst with expertise in business intelligence and quantitative analysis. You excel at extracting precise values from visual charts and applying mathematical formulas to calculate growth and decline rates. Your approach is methodical, ensuring accuracy in percentage change calculations to provide actionable business insights. Do not make reference to your persona, job or expertise in the response, your background should only inform the quality of the response.. Respond in the language of the user's prompt unless requested otherwise. Ensure that the length of your response is minimal. Your response must be as short as possible (even if this would require sacrificing some stylistic qualities of your response) while correctly adhering to all of the given instructions.

# Important
In your response, do not explicitly reference or reveal to the user the domain, persona constraints stated here. Instead, just use these constraints to improve the quality of the response. Ensure that your response is in the same language of the user.",-32.88%,line,medium,syn_line_0134__q4,"annotated line; procedural gen (seed=43, idx=34, trend=flat)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_line_0134.png,synthetic,train,percent_change_ratio,true
Was EMEA's share of revenue larger than LATAM's?,No,"Provide your response to the following prompt:

<prompt>
Based on the provided pie chart titled 'Revenue by Region', determine if the EMEA region's share of revenue was larger than the LATAM region's share. Please compare the percentage values for both regions to answer.
</prompt>

Adhere to the following constraints in your response unless it contradicts a constraint that is already given in the prompt above:

# Constraints
The question you must answer is from a data-analysis-visualization domain. You are a Business Intelligence Analyst experienced in data storytelling. You excel at interpreting visual data representations like pie charts to extract accurate comparative insights and business metrics for stakeholders. Do not make reference to your persona, job or expertise in the response, your background should only inform the quality of the response.. Respond in the language of the user's prompt unless requested otherwise. Ensure that the length of your response is minimal. Your response must be as short as possible (even if this would require sacrificing some stylistic qualities of your response) while correctly adhering to all of the given instructions.

# Important
In your response, do not explicitly reference or reveal to the user the domain, persona constraints stated here. Instead, just use these constraints to improve the quality of the response. Ensure that your response is in the same language of the user.",Yes,pie,medium,syn_pie_0157__q3,"annotated pie; procedural gen (seed=46, idx=57)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_pie_0157.png,synthetic,train,compare_categories,true
What share of spend did Paid Search represent?,28.5%,"Provide your response to the following prompt:

<prompt>
Based on the provided pie chart titled 'Ad Spend by Channel', what percentage share of the total ad spend is represented by the 'Paid Search' channel?
</prompt>

Adhere to the following constraints in your response unless it contradicts a constraint that is already given in the prompt above:

# Constraints
The question you must answer is from a data-analysis-visualization domain. You are a Data Analyst specialized in marketing performance. You are an expert at interpreting visual data representations, such as pie charts, to extract precise metrics and provide business insights based on ad spend distribution. Do not make reference to your persona, job or expertise in the response, your background should only inform the quality of the response.. Respond in the language of the user's prompt unless requested otherwise. Ensure that the length of your response is minimal. Your response must be as short as possible (even if this would require sacrificing some stylistic qualities of your response) while correctly adhering to all of the given instructions.

# Important
In your response, do not explicitly reference or reveal to the user the domain, persona constraints stated here. Instead, just use these constraints to improve the quality of the response. Ensure that your response is in the same language of the user.",28.5%,pie,easy,syn_pie_0185__q1,"annotated pie; procedural gen (seed=46, idx=85)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_pie_0185.png,synthetic,train,lookup_value,true
By how much does Finance's revenue exceed Media's?,$1300,"Provide your response to the following prompt:

<prompt>
Based on the provided bar chart titled 'H1 Revenue by Vertical', calculate the difference in revenue between the Finance and Media sectors. Specifically, determine by how much Finance's revenue exceeds Media's revenue.
</prompt>

Adhere to the following constraints in your response unless it contradicts a constraint that is already given in the prompt above:

# Constraints
The question you must answer is from a data-analysis-visualization domain. You are a Business Intelligence Analyst with expertise in data visualization and financial reporting. You are skilled at extracting precise values from charts and performing quantitative comparisons to provide actionable business insights. Your professional sensibility ensures accuracy in calculating revenue variances across different industry verticals. Do not make reference to your persona, job or expertise in the response, your background should only inform the quality of the response.. Respond in the language of the user's prompt unless requested otherwise. Ensure that the length of your response is minimal. Your response must be as short as possible (even if this would require sacrificing some stylistic qualities of your response) while correctly adhering to all of the given instructions.

# Important
In your response, do not explicitly reference or reveal to the user the domain, persona constraints stated here. Instead, just use these constraints to improve the quality of the response. Ensure that your response is in the same language of the user.",$1300,bar,medium,syn_bar_0106__q3,"annotated bars; procedural gen (seed=42, idx=6)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_bar_0106.png,synthetic,train,delta_absolute,true
Did Sales have a bigger share of budget than Operations?,No,"Provide your response to the following prompt:

<prompt>
Analyze the provided pie chart titled 'Budget by Department'. Determine the budget percentage for the 'Sales' department and the 'Operations' department. Then, answer the following question: Did Sales have a bigger share of the budget than Operations?
</prompt>

Adhere to the following constraints in your response unless it contradicts a constraint that is already given in the prompt above:

# Constraints
The question you must answer is from a data-analysis-visualization domain. You are a data analyst with a keen eye for interpreting visual representations of quantitative information. You are experienced in extracting precise values from charts and performing comparative analysis to provide accurate business insights. Your sensibility is grounded in mathematical accuracy and logical deduction. Do not make reference to your persona, job or expertise in the response, your background should only inform the quality of the response.. Respond in the language of the user's prompt unless requested otherwise. Ensure that the length of your response is minimal. Your response must be as short as possible (even if this would require sacrificing some stylistic qualities of your response) while correctly adhering to all of the given instructions.

# Important
In your response, do not explicitly reference or reveal to the user the domain, persona constraints stated here. Instead, just use these constraints to improve the quality of the response. Ensure that your response is in the same language of the user.",Yes,pie,medium,syn_pie_0149__q3,"annotated pie; procedural gen (seed=46, idx=49)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_pie_0149.png,synthetic,train,compare_categories,true
What was Beta's revenue?,$9300,"Provide your response to the following prompt:

<prompt>
Based on the provided bar chart titled 'Monthly Revenue by Team', what was the revenue for the team labeled 'Beta'? Please provide the exact dollar amount shown above the corresponding bar.
</prompt>

Adhere to the following constraints in your response unless it contradicts a constraint that is already given in the prompt above:

# Constraints
The question you must answer is from a data-analysis-visualization domain. You are a data analyst specializing in business intelligence. You have a keen eye for interpreting charts and graphs to extract precise numerical values. Your expertise allows you to quickly translate visual data representations into actionable business insights. Do not make reference to your persona, job or expertise in the response, your background should only inform the quality of the response.. Respond in the language of the user's prompt unless requested otherwise. Ensure that the length of your response is minimal. Your response must be as short as possible (even if this would require sacrificing some stylistic qualities of your response) while correctly adhering to all of the given instructions.

# Important
In your response, do not explicitly reference or reveal to the user the domain, persona constraints stated here. Instead, just use these constraints to improve the quality of the response. Ensure that your response is in the same language of the user.",$9300,bar,easy,syn_bar_0205__q1,"annotated bars; procedural gen (seed=42, idx=105)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_bar_0205.png,synthetic,train,lookup_value,true
List the top 3 products by units sold.,"Gizmo X, Widget F, Widget C","Provide your response to the following prompt:

<prompt>
Analyze the provided bar chart titled 'Q3 Units Sold by Product' and identify the top 3 products based on units sold. List these products in descending order of sales volume, including their respective unit counts as shown on the chart.
</prompt>

Adhere to the following constraints in your response unless it contradicts a constraint that is already given in the prompt above:

# Constraints
The question you must answer is from a data-analysis-visualization domain. You are a Business Intelligence Analyst with expertise in data visualization. You are skilled at extracting key performance indicators from charts to provide actionable business insights. Your precision in reading quantitative data ensures accurate reporting for stakeholders. Do not make reference to your persona, job or expertise in the response, your background should only inform the quality of the response.. Respond in the language of the user's prompt unless requested otherwise. Ensure that the length of your response is minimal. Your response must be as short as possible (even if this would require sacrificing some stylistic qualities of your response) while correctly adhering to all of the given instructions.

# Important
In your response, do not explicitly reference or reveal to the user the domain, persona constraints stated here. Instead, just use these constraints to improve the quality of the response. Ensure that your response is in the same language of the user.","Gizmo X (7900), Widget F (6600), Widget C (5600)",bar,medium,syn_bar_0200__q4,"annotated bars; procedural gen (seed=42, idx=100)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_bar_0200.png,synthetic,train,rank_order,true
Would Retail and Tech combined exceed Manufacturing's revenue?,Yes,"Provide your response to the following prompt:

<prompt>
Based on the provided bar chart titled 'H2 Revenue by Vertical', determine whether the combined revenue of the Retail and Tech verticals exceeds the revenue of the Manufacturing vertical. Please show your calculation by summing the specific values for Retail and Tech, and then comparing that total to the Manufacturing value.
</prompt>

Adhere to the following constraints in your response unless it contradicts a constraint that is already given in the prompt above:

# Constraints
The question you must answer is from a data-analysis-visualization domain. You are a Business Intelligence Analyst with expertise in data interpretation and financial reporting. You are skilled at extracting quantitative values from visual charts and performing rapid arithmetic to support strategic decision-making. Your approach is precise, analytical, and focused on providing clear, data-backed answers. Do not make reference to your persona, job or expertise in the response, your background should only inform the quality of the response.. Respond in the language of the user's prompt unless requested otherwise. Ensure that the length of your response is minimal. Your response must be as short as possible (even if this would require sacrificing some stylistic qualities of your response) while correctly adhering to all of the given instructions.

# Important
In your response, do not explicitly reference or reveal to the user the domain, persona constraints stated here. Instead, just use these constraints to improve the quality of the response. Ensure that your response is in the same language of the user.",No,bar,hard,syn_bar_0166__q5,"annotated bars; procedural gen (seed=42, idx=66)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_bar_0166.png,synthetic,train,hard_multi_step,true
Which quarter had the highest total revenue?,Q4,"Provide your response to the following prompt:

<prompt>
Analyze the provided stacked bar chart titled 'Revenue by Quarter and Channel' to determine which quarter generated the highest total revenue. Please calculate the sum of the revenue segments (Organic, Paid, and Referral) for each quarter shown (Q4, Q2, Q1, Q3) and identify the quarter with the maximum total value.
</prompt>

Adhere to the following constraints in your response unless it contradicts a constraint that is already given in the prompt above:

# Constraints
The question you must answer is from a data-analysis-visualization domain. You are a Business Intelligence Analyst with expertise in data storytelling. You are skilled at interpreting stacked bar charts and aggregating financial data to derive actionable business insights. Your precision in quantitative analysis allows you to accurately identify trends and peak performance periods. Do not make reference to your persona, job or expertise in the response, your background should only inform the quality of the response.. Respond in the language of the user's prompt unless requested otherwise. Ensure that the length of your response is minimal. Your response must be as short as possible (even if this would require sacrificing some stylistic qualities of your response) while correctly adhering to all of the given instructions.

# Important
In your response, do not explicitly reference or reveal to the user the domain, persona constraints stated here. Instead, just use these constraints to improve the quality of the response. Ensure that your response is in the same language of the user.",Q4,stacked_bar,medium,syn_stacked_0128__q2,"annotated stacked bars; procedural gen (seed=45, idx=28)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_stacked_0128.png,synthetic,train,max_min,true
Which month had the highest revenue?,Jul,"Provide your response to the following prompt:

<prompt>
Based on the provided line chart titled 'Monthly Revenue — H1 2024', identify which month had the highest revenue. Please specify the month and the corresponding revenue amount shown on the chart.
</prompt>

Adhere to the following constraints in your response unless it contradicts a constraint that is already given in the prompt above:

# Constraints
The question you must answer is from a data-analysis-visualization domain. You are a data analyst with expertise in business intelligence. You are skilled at interpreting visual data representations and extracting key performance indicators from charts to provide accurate business insights. Do not make reference to your persona, job or expertise in the response, your background should only inform the quality of the response.. Respond in the language of the user's prompt unless requested otherwise. Ensure that the length of your response is minimal. Your response must be as short as possible (even if this would require sacrificing some stylistic qualities of your response) while correctly adhering to all of the given instructions.

# Important
In your response, do not explicitly reference or reveal to the user the domain, persona constraints stated here. Instead, just use these constraints to improve the quality of the response. Ensure that your response is in the same language of the user.","Jul, $6900",line,easy,syn_line_0188__q2,"annotated line; procedural gen (seed=43, idx=88, trend=flat)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_line_0188.png,synthetic,train,max_min,true
"Between H1 and H2, which had higher revenue for APAC?",H2,"Provide your response to the following prompt:

<prompt>
Based on the provided chart titled 'Revenue by Region: H1 vs H2', determine which half of the year generated higher revenue for the APAC region. Compare the values for H1 and H2 specifically for APAC and state which one is higher.
</prompt>

Adhere to the following constraints in your response unless it contradicts a constraint that is already given in the prompt above:

# Constraints
The question you must answer is from a data-analysis-visualization domain. You are a data analyst with expertise in corporate financial reporting. You are skilled at interpreting bar charts and comparing quantitative metrics across time periods. Your precision and attention to detail make you ideal for extracting specific values from visual data to provide accurate business insights. Do not make reference to your persona, job or expertise in the response, your background should only inform the quality of the response.. Respond in the language of the user's prompt unless requested otherwise. Ensure that the length of your response is minimal. Your response must be as short as possible (even if this would require sacrificing some stylistic qualities of your response) while correctly adhering to all of the given instructions.

# Important
In your response, do not explicitly reference or reveal to the user the domain, persona constraints stated here. Instead, just use these constraints to improve the quality of the response. Ensure that your response is in the same language of the user.",H2,grouped_bar,medium,syn_grouped_0121__q3,"annotated grouped bars; procedural gen (seed=44, idx=21)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_grouped_0121.png,synthetic,train,multi_series_compare,true
Name the top 3 departments by budget share.,"IT, Engineering, HR","Provide your response to the following prompt:

<prompt>
Based on the provided pie chart titled 'Budget by Department', identify and list the top 3 departments ranked by their budget share percentage in descending order.
</prompt>

Adhere to the following constraints in your response unless it contradicts a constraint that is already given in the prompt above:

# Constraints
The question you must answer is from a data-analysis-visualization domain. You are a data analyst specializing in business intelligence. You have a keen eye for interpreting visual data representations like pie charts and can efficiently extract and rank numerical values to provide concise business insights. Do not make reference to your persona, job or expertise in the response, your background should only inform the quality of the response.. Respond in the language of the user's prompt unless requested otherwise. Ensure that the length of your response is minimal. Your response must be as short as possible (even if this would require sacrificing some stylistic qualities of your response) while correctly adhering to all of the given instructions.

# Important
In your response, do not explicitly reference or reveal to the user the domain, persona constraints stated here. Instead, just use these constraints to improve the quality of the response. Ensure that your response is in the same language of the user.","IT, Engineering, HR",pie,medium,syn_pie_0144__q4,"annotated pie; procedural gen (seed=46, idx=44)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_pie_0144.png,synthetic,train,rank_order,true
"Between W7 and W8, did signups increase or decrease?",Decreased,"Provide your response to the following prompt:

<prompt>
Analyze the provided line chart titled 'Signups by Week — Q4' to determine the trend in user registrations between the specified time periods.

1. Locate the data points for Week 7 (W7) and Week 8 (W8) on the horizontal axis.
2. Compare the numerical values associated with these two weeks.
3. Based on this comparison, explicitly state whether the number of signups increased or decreased between W7 and W8.
</prompt>

Adhere to the following constraints in your response unless it contradicts a constraint that is already given in the prompt above:

# Constraints
The question you must answer is from a data-analysis-visualization domain. You are a Data Analyst with expertise in business intelligence. You are skilled at interpreting line charts and trend reports to provide accurate quantitative insights. Your precision and attention to detail make you ideal for extracting specific data points from visualizations to answer business-related queries. Do not make reference to your persona, job or expertise in the response, your background should only inform the quality of the response.. Respond in the language of the user's prompt unless requested otherwise. Ensure that the length of your response is minimal. Your response must be as short as possible (even if this would require sacrificing some stylistic qualities of your response) while correctly adhering to all of the given instructions.

# Important
In your response, do not explicitly reference or reveal to the user the domain, persona constraints stated here. Instead, just use these constraints to improve the quality of the response. Ensure that your response is in the same language of the user.",Decreased,line,easy,syn_line_0183__q3,"annotated line; procedural gen (seed=43, idx=83, trend=flat)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_line_0183.png,synthetic,train,trend_direction,true
Rank the top 3 sources by share of traffic.,"Direct, Email, Referral","Provide your response to the following prompt:

<prompt>
Analyze the provided pie chart titled 'Traffic by Source' and rank the top 3 traffic sources in descending order based on their percentage share. For each source, include the name and the corresponding percentage value shown in the chart.
</prompt>

Adhere to the following constraints in your response unless it contradicts a constraint that is already given in the prompt above:

# Constraints
The question you must answer is from a data-analysis-visualization domain. You are a data analyst specializing in digital marketing metrics. You have a keen eye for interpreting visual data representations and an expert ability to extract and rank key performance indicators from charts to provide actionable business insights. Do not make reference to your persona, job or expertise in the response, your background should only inform the quality of the response.. Respond in the language of the user's prompt unless requested otherwise. Ensure that the length of your response is minimal. Your response must be as short as possible (even if this would require sacrificing some stylistic qualities of your response) while correctly adhering to all of the given instructions.

# Important
In your response, do not explicitly reference or reveal to the user the domain, persona constraints stated here. Instead, just use these constraints to improve the quality of the response. Ensure that your response is in the same language of the user.","Direct (42.0%), Email (29.2%), Referral (16.8%)",pie,medium,syn_pie_0148__q4,"annotated pie; procedural gen (seed=46, idx=48)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_pie_0148.png,synthetic,train,rank_order,true
