question,answer,enhanced_prompt,enhanced_completion,chart_type,difficulty,id,notes,original_image,source,split,task_type,verified
What is the lowest wage-change category shown in the legend?,3.2% and below,,"The lowest wage-change category shown in the legend is:

**3.2% and below**

This is represented by the lightest shade of green (almost white) on the map.",mixed,medium,hs_0040__q2,hardset; BLS; charts41.png,https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/hs_0040.png,hardset,train,lookup_value,true
"In panel (c), from Q1 2023 to Q1 2026, did headline inflation increase or decrease?",Decreased,,"Looking at **panel (c)** of Chart 1.2, which shows “Euro area real GDP growth and headline inflation” from Q1 2023 to Q1 2026:

- The **headline inflation** is represented by the **purple line**, plotted on the **right-hand scale** (ranging from 0 to 12).
- In **Q1 2023**, the purple line starts at approximately **8–9%**.
- By **Q1 2026**, the purple line has fallen to around **2%**.

This indicates a clear **decrease** in headline inflation over this period.

---

✅ **Answer: Decrease**",mixed,hard,hs_0015__q2,hardset; ECB; charts13.png,https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/hs_0015.png,hardset,train,trend_direction,true
Which region made the least revenue in H1?,APAC,,"Looking at the bar chart titled **“Revenue by Region: H1 vs H2”**, we compare the **blue bars** (which represent **H1**) across all regions:

- **LATAM**: $5,300
- **APAC**: $3,600
- **MEA**: $4,700
- **EMEA**: $7,500

The smallest blue bar is for **APAC** at **$3,600**.

---

✅ **Answer: APAC** made the least revenue in H1.",grouped_bar,easy,syn_grouped_0205__q2,"annotated grouped bars; procedural gen (seed=44, idx=105)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_grouped_0205.png,synthetic,train,max_min,true
Did Québec have a positive quarter-over-quarter change in 2026 Q2?,No,,"Based on the provided chart, **yes, Québec had a positive quarter-over-quarter change in 2026 Q2**.

Here’s how we can tell:

1.  The left panel titled **“Ranked percent changes, 2026 Q2”** shows the quarter-over-quarter percentage change for various geographies.
2.  Québec is listed with a value of **+0.1%** (shown as “0.1%” next to its name).
3.  This is also visually represented by a small red bar extending slightly to the right of zero (though very close to it), indicating a positive change.
4.  In contrast, cities like Vancouver (-3.8%) and Calgary (-1.1%) have negative values shown with bars extending to the left.

Additionally, looking at the bottom chart (“Quarter-over-quarter percent change”), you can see that for 2026 Q2 (the last data point on the x-axis), the line for Québec (light blue) is above the 0% line, confirming a positive change.

✅ Therefore, Québec experienced a **positive** quarter-over-quarter price index change in 2026 Q2.",mixed,medium,hs_0010__q2,hardset; StatCan; charts8.png,https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/hs_0010.png,hardset,train,compare_categories,true
List the top 3 products by units sold.,"Widget C, Widget E, Widget A",,"Based on the bar chart “Weekly Units Sold by Product”, here are the products ranked by units sold (highest to lowest):

1. **Widget C** – 5,600 units  
2. **Widget E** – 5,500 units  
3. **Widget A** – 4,100 units  

*(Gizmo X sold 2,500 units and is not in the top 3.)*

✅ **Top 3 Products by Units Sold:**
- Widget C
- Widget E
- Widget A",bar,medium,syn_bar_0164__q4,"annotated bars; procedural gen (seed=42, idx=64)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_bar_0164.png,synthetic,train,rank_order,true
Would Consumer and SMB combined exceed Enterprise's revenue?,No,,"Let’s calculate:

- **Consumer revenue**: $4,200  
- **SMB revenue**: $3,100  
- **Combined (Consumer + SMB)**: $4,200 + $3,100 = **$7,300**

- **Enterprise revenue**: **$8,600**

Now compare:

> $7,300 < $8,600

✅ **No**, Consumer and SMB combined ($7,300) do **not** exceed Enterprise’s revenue ($8,600).

They fall short by **$1,300**.",bar,hard,syn_bar_0001__q5,annotated bars; correct-by-construction,https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_bar_0001.png,synthetic,train,hard_multi_step,true
How much Basic revenue did Education contribute?,$3400,,"Looking at the stacked bar chart for the **Education** segment:

- The **Basic** tier is represented by the **blue** portion at the bottom of the bar.
- The value labeled on that blue portion is **$3400**.

✅ Therefore, **Education contributed $3,400 in Basic revenue**.",stacked_bar,medium,syn_stacked_0151__q1,"annotated stacked bars; procedural gen (seed=45, idx=51)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_stacked_0151.png,synthetic,train,lookup_value,true
"In the World Bank income groups panel, did the High-income group's risk trend upward or downward from 2000 to 2020?",Downward,,"In the **World Bank income groups** panel (bottom chart), the **High-income group** is represented by the **dark blue line**.

Looking at the trend from **2000 to 2020**:

- In **2000**, the risk of premature mortality from NCDs for the High-income group was approximately **19%**.
- By **2020**, it had decreased to approximately **12–13%**.

The line shows a **clear downward trend** over this period.

✅ Therefore, the High-income group’s risk trended **downward** from 2000 to 2020.",mixed,medium,hs_0022__q2,hardset; WHO; charts21.png,https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/hs_0022.png,hardset,train,trend_direction,true
How much more revenue did Alpha generate than Omega?,$300,,"From the bar chart:

- **Alpha** generated **$7,500**
- **Omega** generated **$7,200**

To find how much more revenue Alpha generated than Omega:

**$7,500 - $7,200 = $300**

✅ **Answer: $300**",bar,medium,syn_bar_0187__q3,"annotated bars; procedural gen (seed=42, idx=87)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_bar_0187.png,synthetic,train,delta_absolute,true
"For Energy, which quarter had higher revenue, Q1 or Q2?",Q1,,"Looking at the bar chart for the **Energy** vertical:

- **Q1 (blue bar)**: $8,100
- **Q2 (orange bar)**: $4,000

Since $8,100 > $4,000, **Q1 had higher revenue** for Energy.

✅ **Answer: Q1**",grouped_bar,medium,syn_grouped_0194__q3,"annotated grouped bars; procedural gen (seed=44, idx=94)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_grouped_0194.png,synthetic,train,multi_series_compare,true
Units sold by Widget D?,5700,,"From the bar chart titled **“Weekly Units Sold by Product”**, we can see that:

- The bar for **Widget D** reaches up to **5700** on the “Units sold” axis.
- The value is also explicitly labeled above the bar: **5700**.

✅ Therefore, the units sold by **Widget D** are **5700**.",bar,easy,syn_bar_0218__q1,"annotated bars; procedural gen (seed=42, idx=118)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_bar_0218.png,synthetic,train,lookup_value,true
How much total revenue did LATAM generate?,$5800,,"To calculate the **total revenue for LATAM**, we sum up the revenues from all three product categories shown in the stacked bar for LATAM:

- **Software**: $2400  
- **Services**: $1300  
- **Hardware**: $2100  

**Total = 2400 + 1300 + 2100 = $5800**

✅ **Answer: $5800**",stacked_bar,medium,syn_stacked_0186__q3,"annotated stacked bars; procedural gen (seed=45, idx=86)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_stacked_0186.png,synthetic,train,aggregation_sum_avg,true
"For Partner, which period had higher revenue, Plan or Actual?",Plan,,"For the **Partner** channel:

- **Plan** revenue = **$10,200**
- **Actual** revenue = **$6,300**

Since **$10,200 > $6,300**, the **Plan** period had higher revenue.

✅ **Answer: Plan**",grouped_bar,medium,syn_grouped_0179__q3,"annotated grouped bars; procedural gen (seed=44, idx=79)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_grouped_0179.png,synthetic,train,multi_series_compare,true
Did Consulting have a bigger share of sales than Hardware?,Yes,,"Yes, **Consulting** had a bigger share of sales than **Hardware**.

From the pie chart:

- **Consulting**: 30.3%
- **Hardware**: 21.1%

Since 30.3% > 21.1%, Consulting’s share is larger.

✅ **Answer: Yes**",pie,medium,syn_pie_0191__q3,"annotated pie; procedural gen (seed=46, idx=91)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_pie_0191.png,synthetic,train,compare_categories,true
What was the total revenue for Enterprise?,$6300,,"To calculate the **total revenue for the Enterprise segment**, we sum the revenues from all three tiers (Basic, Standard, Pro) as shown in the stacked bar for “Enterprise”:

- **Basic (blue)**: $1200  
- **Standard (orange)**: $3500  
- **Pro (green)**: $1600  

Now add them up:

**$1200 + $3500 + $1600 = $6300**

---

✅ **Total Revenue for Enterprise: $6300**",stacked_bar,medium,syn_stacked_0112__q3,"annotated stacked bars; procedural gen (seed=45, idx=12)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_stacked_0112.png,synthetic,train,aggregation_sum_avg,true
Name the bottom 3 regions in revenue.,"MEA, LATAM, APAC",,"Based on the bar chart titled **“H1 Revenue by Region”**, the revenue values for each region are:

- **NA**: $5,200  
- **EMEA**: $6,800  
- **APAC**: $4,400  
- **LATAM**: $2,900  
- **MEA**: $1,600  

To find the **bottom 3 regions in revenue**, we rank them from lowest to highest:

1. **MEA** — $1,600 (lowest)  
2. **LATAM** — $2,900  
3. **APAC** — $4,400  

---

✅ **Bottom 3 regions in revenue: MEA, LATAM, APAC**",bar,medium,syn_bar_0003__q4,annotated bars; correct-by-construction,https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_bar_0003.png,synthetic,train,rank_order,true
Did users increase or decrease from Sep to Oct?,Decreased,,"From **September to October**, the number of **Monthly Active Users decreased**.

- **September**: 16,800 users  
- **October**: 15,800 users  

This is a **decrease of 1,000 users**.

✅ So, users **decreased** from Sep to Oct.",line,easy,syn_line_0134__q3,"annotated line; procedural gen (seed=43, idx=34, trend=flat)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_line_0134.png,synthetic,train,trend_direction,true
"In 2025, which segment had the lowest revenue?",Education,,"Looking at the bar chart titled **“Revenue by Segment: 2024 vs 2025”**, we focus on the **orange bars**, which represent **2025** revenue.

The 2025 revenues for each segment are:

- **Consumer**: $8,200  
- **Nonprofit**: $9,300  
- **Education**: $6,500  
- **Government**: $9,500  

Among these, the **lowest** 2025 revenue is **$6,500**, which belongs to the **Education** segment.

---

✅ **Answer: Education**",grouped_bar,easy,syn_grouped_0164__q2,"annotated grouped bars; procedural gen (seed=44, idx=64)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_grouped_0164.png,synthetic,train,max_min,true
How much total revenue did LATAM generate?,$7800,,"To calculate the **total revenue generated by LATAM**, we sum the revenues from all three product tiers (Basic, Pro, Premium) for the LATAM region as shown in the stacked bar chart:

- **Basic**: $2000  
- **Pro**: $3100  
- **Premium**: $2700  

**Total = 2000 + 3100 + 2700 = $7800**

---

✅ **Answer: $7800**",stacked_bar,medium,syn_stacked_0141__q3,"annotated stacked bars; procedural gen (seed=45, idx=41)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_stacked_0141.png,synthetic,train,aggregation_sum_avg,true
How much total revenue did Q2 generate?,$7000,,"To calculate the **total revenue for Q2**, we sum the revenues from all three channels in that quarter:

- **Organic**: $3800  
- **Paid**: $2100  
- **Referral**: $1100  

**Total Q2 Revenue = 3800 + 2100 + 1100 = $7000**

✅ **Answer: $7000**",stacked_bar,medium,syn_stacked_0002__q3,annotated stacked bars; segments >8% of max total labeled,https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_stacked_0002.png,synthetic,train,aggregation_sum_avg,true
"For Education, which year had higher revenue, 2023 or 2024?",2024,,"Looking at the bar chart for the **Education** segment:

- The **blue bar (2023)** shows revenue of **$2,700**
- The **orange bar (2024)** shows revenue of **$9,700**

Since $9,700 > $2,700, **2024 had higher revenue** for the Education segment.

✅ **Answer: 2024**",grouped_bar,medium,syn_grouped_0188__q3,"annotated grouped bars; procedural gen (seed=44, idx=88)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_grouped_0188.png,synthetic,train,multi_series_compare,true
Was LATAM's revenue share greater than MEA's?,No,,"No, **LATAM's revenue share was not greater than MEA's**.

From the pie chart:

- **LATAM**: 10.0%
- **MEA**: 19.6%

Since 10.0% < 19.6%, **MEA’s share is larger** than LATAM’s.

✅ Final Answer: **No**",pie,medium,syn_pie_0162__q3,"annotated pie; procedural gen (seed=46, idx=62)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_pie_0162.png,synthetic,train,compare_categories,true
Was EMEA's revenue higher in H1 or H2?,H2,,"Looking at the bar chart titled **“Revenue by Region: H1 vs H2”**:

- For **EMEA**, the blue bar (H1) is labeled **$3,700**.
- The orange bar (H2) is labeled **$4,200**.

Since **$4,200 > $3,700**, **EMEA’s revenue was higher in H2**.

✅ **Answer: H2**",grouped_bar,medium,syn_grouped_0165__q3,"annotated grouped bars; procedural gen (seed=44, idx=65)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_grouped_0165.png,synthetic,train,multi_series_compare,true
What was the revenue difference between Energy and Media?,$8900,,"To find the revenue difference between **Energy** and **Media**, we subtract Media’s revenue from Energy’s revenue:

- **Energy revenue**: $11,400  
- **Media revenue**: $2,500  

**Difference** = $11,400 - $2,500 = **$8,900**

✅ **Answer: $8,900**",bar,medium,syn_bar_0154__q3,"annotated bars; procedural gen (seed=42, idx=54)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_bar_0154.png,synthetic,train,delta_absolute,true
Revenue for Reseller?,$3400,,"Based on the provided bar chart titled **""H2 Revenue by Channel""**, the revenue for the **Reseller** channel is clearly labeled on top of its corresponding bar.

✅ **Revenue for Reseller: $3,400**

This is the lowest among the four channels shown (Retail: $13,000; Wholesale: $12,700; Direct: $14,500).",bar,easy,syn_bar_0131__q1,"annotated bars; procedural gen (seed=42, idx=31)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_bar_0131.png,synthetic,train,lookup_value,true
By how many units does Widget D exceed Widget F?,900,,"From the bar chart:

- **Widget D** sold **7,700** units.
- **Widget F** sold **6,800** units.

To find how many more units Widget D sold than Widget F:

**7,700 - 6,800 = 900**

✅ **Answer: 900 units**",bar,medium,syn_bar_0140__q3,"annotated bars; procedural gen (seed=42, idx=40)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_bar_0140.png,synthetic,train,delta_absolute,true
How much more revenue did Zeta generate than Gamma?,$4600,,"From the bar chart:

- **Zeta** generated **$7,100**
- **Gamma** generated **$2,500**

To find how much more revenue Zeta generated than Gamma:

**$7,100 - $2,500 = $4,600**

✅ **Answer: $4,600**",bar,medium,syn_bar_0115__q3,"annotated bars; procedural gen (seed=42, idx=15)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_bar_0115.png,synthetic,train,delta_absolute,true
"In Plan, which channel had the highest revenue?",Wholesale,,"Looking at the bar chart titled **“Revenue by Channel: Plan vs Actual”**, we focus on the **blue bars** (labeled “Plan” in the legend).

The Plan revenue values for each channel are:

- **Wholesale**: $11,200  
- **Reseller**: $8,300  
- **Online**: $8,800  
- **Partner**: $8,900  

Comparing these, **Wholesale** has the highest Plan revenue at **$11,200**.

✅ **Answer: Wholesale**",grouped_bar,easy,syn_grouped_0107__q2,"annotated grouped bars; procedural gen (seed=44, idx=7)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_grouped_0107.png,synthetic,train,max_min,true
"From Feb to Mar, did users increase or decrease?",Decreased,,"From **February to March**, active users **decreased**.

- February: **24,200**
- March: **21,600**

That’s a drop of **2,600** users.

✅ So, the trend from Feb to Mar is a **decrease**.",line,easy,syn_line_0198__q3,"annotated line; procedural gen (seed=43, idx=98, trend=down)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_line_0198.png,synthetic,train,trend_direction,true
What was the percentage change in revenue between Q1 and Q4?,-5.0%,,"To calculate the **percentage change in revenue between Q1 and Q4**, we use the formula:

> **Percentage Change = [(New Value - Old Value) / Old Value] × 100%**

From the chart:
- **Q1 Revenue = $34,300**
- **Q4 Revenue = $32,600**

Plug into the formula:

> Percentage Change = [($32,600 - $34,300) / $34,300] × 100%  
> = [(-$1,700) / $34,300] × 100%  
> ≈ **-4.956%**

---

### ✅ Final Answer: **Approximately -4.96%**

This means revenue **decreased by about 4.96%** from Q1 to Q4.",line,medium,syn_line_0117__q4,"annotated line; procedural gen (seed=43, idx=17, trend=down)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_line_0117.png,synthetic,train,percent_change_ratio,true
What was the total revenue for Consumer?,$9400,,"To calculate the **total revenue for the Consumer segment**, we sum up the revenues from all three product tiers (Basic, Standard, Pro) as shown in the stacked bar for “Consumer”:

- **Basic**: $3400  
- **Standard**: $3200  
- **Pro**: $2800  

Now add them:

**$3400 + $3200 + $2800 = $9400**

---

✅ **Total Revenue for Consumer: $9,400**",stacked_bar,medium,syn_stacked_0160__q3,"annotated stacked bars; procedural gen (seed=45, idx=60)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_stacked_0160.png,synthetic,train,aggregation_sum_avg,true
By how much does Nonprofit's revenue exceed Education's?,$2700,,"To find how much **Nonprofit’s revenue exceeds Education’s**, we subtract Education’s revenue from Nonprofit’s revenue.

From the bar chart:

- **Nonprofit revenue** = **$9,600**
- **Education revenue** = **$6,900**

Now calculate the difference:

**$9,600 - $6,900 = $2,700**

---

✅ **Answer: $2,700**",bar,medium,syn_bar_0186__q3,"annotated bars; procedural gen (seed=42, idx=86)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_bar_0186.png,synthetic,train,delta_absolute,true
Did total fatal work injuries increase or decrease from 2023 to 2024?,Decreased,,"Looking at the chart titled **“Number of fatal work injuries by employee status”**, we can observe the **total** number of fatal work injuries for each year, represented by the **dark blue dot** on top of each stacked bar.

- In **2023**, the total (blue dot) is slightly above **5,200**.
- In **2024**, the total (blue dot) is slightly below **5,100** — approximately **5,050–5,100**.

This indicates that **total fatal work injuries decreased from 2023 to 2024**.

Additionally, visually comparing the height of the entire stacked bars:
- The 2023 bar reaches just over 5,200.
- The 2024 bar is visibly shorter, ending around 5,050–5,100.

✅ **Answer: Total fatal work injuries decreased from 2023 to 2024.**",stacked_bar,medium,hs_0031__q2,hardset; BLS; charts32.png,https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/hs_0031.png,hardset,train,trend_direction,true
"From Mar to Apr, did users increase or decrease?",Increased,,"From **March** to **April**, active users **increased**.

- March: **23,500**
- April: **24,000**

That’s an increase of **500 users**.

✅ So, the trend from Mar to Apr is **increase**.",line,easy,syn_line_0162__q3,"annotated line; procedural gen (seed=43, idx=62, trend=down)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_line_0162.png,synthetic,train,trend_direction,true
How many signups were there in W4?,800,,"Based on the provided line chart titled ""Weekly Signups — Q3"", we can determine the number of signups for week 4 (W4).

- The horizontal axis represents the weeks, from W1 to W8.
- The vertical axis represents the number of signups.
- By locating ""W4"" on the horizontal axis and following it up to the data point on the orange line, we can read the corresponding value.

The chart explicitly labels the value for each week. For W4, the label next to the data point is **800**.

Therefore, there were **800** signups in W4.",line,easy,syn_line_0139__q1,"annotated line; procedural gen (seed=43, idx=39, trend=down)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_line_0139.png,synthetic,train,lookup_value,true
What was NA's revenue in H2?,$7200,,"Based on the provided bar chart, ""Revenue by Region: H1 vs H2"", we can determine the revenue for the NA (North America) region in the second half (H2) of the year.

- Locate the ""NA"" category on the horizontal axis.
- Identify the bar corresponding to H2. According to the legend, H2 is represented by the orange-colored bar.
- The value for this bar is explicitly labeled on top of it.

The orange bar for the NA region has the value `$7200` written above it.

---

NA's revenue in H2 was **$7200**.",grouped_bar,easy,syn_grouped_0149__q1,"annotated grouped bars; procedural gen (seed=44, idx=49)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_grouped_0149.png,synthetic,train,lookup_value,true
What was Beta's revenue?,$9300,,"Based on the provided bar chart titled ""Monthly Revenue by Team"", we can determine Beta's revenue by looking at the corresponding bar.

- Locate the bar labeled ""Beta"" on the horizontal axis (x-axis).
- Observe the value displayed on top of that bar.

The value shown on top of the bar for the Beta team is $9300.

---

Beta's revenue was **$9300**.",bar,easy,syn_bar_0205__q1,"annotated bars; procedural gen (seed=42, idx=105)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_bar_0205.png,synthetic,train,lookup_value,true
What was the revenue difference between Theta and Beta?,$100,,"From the bar chart:

- **Theta's revenue** = $1,700  
- **Beta's revenue** = $1,600  

To find the difference:

**$1,700 - $1,600 = $100**

✅ **The revenue difference between Theta and Beta is $100.**",bar,medium,syn_bar_0157__q3,"annotated bars; procedural gen (seed=42, idx=57)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_bar_0157.png,synthetic,train,delta_absolute,true
Which channel had the smallest share of spend?,Social,,"Looking at the pie chart titled **“Marketing Spend by Channel”**, we can see the percentage breakdown for each channel:

- **Paid Search**: 42.7%
- **Display**: 29.1%
- **Affiliate**: 19.7%
- **Social**: 8.5%

The smallest share is clearly **Social** at **8.5%**.

✅ **Answer: Social**",pie,easy,syn_pie_0160__q2,"annotated pie; procedural gen (seed=46, idx=60)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_pie_0160.png,synthetic,train,max_min,true
"From W3 to W4, did signups increase or decrease?",Unchanged,,"From W3 to W4, signups **remained the same**.

- W3: 800 signups  
- W4: 800 signups  

There was **no increase or decrease** — it was flat.",line,easy,syn_line_0131__q3,"annotated line; procedural gen (seed=43, idx=31, trend=up)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_line_0131.png,synthetic,train,trend_direction,true
How much total revenue did APAC generate?,$6100,,"To calculate the **total revenue for APAC**, we sum the revenues from all three product tiers shown in the stacked bar for APAC:

- **Basic**: $3200  
- **Pro**: $1000  
- **Premium**: $1900  

**Total = 3200 + 1000 + 1900 = $6100**

✅ **Answer: $6100**",stacked_bar,medium,syn_stacked_0144__q3,"annotated stacked bars; procedural gen (seed=45, idx=44)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_stacked_0144.png,synthetic,train,aggregation_sum_avg,true
"In panel (b), which year is represented by the blue solid line?",2024,,"In panel (b) of Chart 1.2, titled **“Euro area gas reserves”**, the legend indicates:

- **Blue solid line** → **2024**
- Orange dashed line → 2025
- Gray shaded area → Min-max range since 2010
- Red dot → Latest (as of May 2026)

Therefore, the **blue solid line represents the year 2024**.

✅ **Answer: 2024**",mixed,easy,hs_0015__q1,hardset; ECB; charts13.png,https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/hs_0015.png,hardset,train,lookup_value,true
Name the top 3 segments in total revenue.,"Government, Education, Enterprise",,"To determine the **top 3 segments by total revenue**, we need to sum the revenues of all product tiers (Basic, Standard, Pro) for each segment.

Let’s calculate total revenue per segment:

---

**1. Consumer:**
- Basic: $600 (inferred from bar height — since Standard is $2500 and Pro is $1200, and total bar is ~$4300 → 4300 - 2500 - 1200 = 600)
Wait — actually, looking at the chart, the **Consumer** bar has:
- Blue (Basic): not labeled, but visually it's small. Let’s add up the labeled parts:
  - Standard: $2500
  - Pro: $1200
  - Total shown labeled: $3700
  - But the bar goes to ~$4300? Actually, let’s re-express based on **labeled values only** — perhaps the blue portion is missing a label? Wait — no, in the chart, **all segments have all three colors**, and **only some are labeled**.

Actually, looking again — the labels inside the bars are **only for the colored portions that are visible and labeled**. For example:

In **Consumer**:
- Green (Pro): $1200
- Orange (Standard): $2500
- Blue (Basic): **not labeled**, but we can infer from total bar height.

But wait — the y-axis shows total revenue per segment as the full stacked bar. So we should sum the **labeled values** if they represent the entire segment? No — actually, the labels are placed *inside* each colored portion, so they represent the value of that tier within the segment.

So for **Consumer**:
- Basic: ??? (blue part — not labeled)
- Standard: $2500
- Pro: $1200

But the blue part is there — we must estimate or find its value.

Alternatively, perhaps the unlabeled blue portions are meant to be calculated by subtracting the labeled parts from the total bar height? But the total bar height isn’t numerically given — only approximate via y-axis.

Wait — let’s look at **Education**:
- Basic: $3500
- Standard: $1400
- Pro: $2700
→ Total = 3500 + 1400 + 2700 = **$7600**

Similarly, **Government**:
- Basic: $2900
- Standard: $3400
- Pro: $1600
→ Total = 2900 + 3400 + 1600 = **$7900**

**Enterprise**:
- Basic: $2900
- Standard: $2300
- Pro: $1700
→ Total = 2900 + 2300 + 1700 = **$6900**

**SMB**:
- Basic: $800
- Standard: $900
- Pro: $3200
→ Total = 800 + 900 + 3200 = **$4900**

Now **Consumer**:
We see:
- Standard: $2500
- Pro: $1200
- Basic: ??? — but the blue portion is present. Looking at the bar, the total height is about $4300? Let’s check the y-axis: the top of Consumer bar is between 4000 and 5000 — closer to 4300? But we don’t have an exact number.

Wait — perhaps the blue portion for Consumer is **$600**? Because 2500 + 1200 = 3700, and if total is ~4300, then 4300 - 3700 = 600. But that’s an estimate.

Alternatively, maybe the chart intends for us to use only the labeled values? But that would be inconsistent because other segments have all three labeled.

Looking back at the image description — actually, in the original problem, the user provided the chart with labels. In the **Consumer** segment, the blue (Basic) portion is **not labeled**, but in all others it is. That might be an oversight.

But wait — let’s re-express: perhaps the **Basic** for Consumer is **$600**? How do we know?

Actually, let’s look at the **total bar heights** relative to the y-axis:

- Consumer: bar reaches just above 4000 → say ~4300
- Education: ~7600 (matches 3500+1400+2700)
- Government: ~7900 (matches 2900+3400+1600)
- Enterprise: ~6900 (matches 2900+2300+1700)
- SMB: ~4900 (matches 800+900+3200)

So for Consumer, if total is ~4300, and labeled parts are 2500 + 1200 = 3700, then Basic = 4300 - 3700 = **$600**

Thus:

**Consumer total = 600 + 2500 + 1200 = $4300**

Now let’s list all totals:

- **Government**: $7900
- **Education**: $7600
- **Enterprise**: $6900
- **SMB**: $4900
- **Consumer**: $4300

---

✅ Therefore, the **top 3 segments by total revenue** are:

1. **Government** ($7900)
2. **Education** ($7600)
3. **Enterprise** ($6900)

---

**Final Answer:**
**Government, Education, Enterprise**",stacked_bar,medium,syn_stacked_0184__q4,"annotated stacked bars; procedural gen (seed=45, idx=84)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_stacked_0184.png,synthetic,train,rank_order,true
Revenue in Jan?,$7600,,"Based on the provided line chart titled **""Revenue by Month — H1 2024""**, we can determine the revenue for January (Jan) by locating the data point corresponding to ""Jan"" on the x-axis and reading its value.

- The point for **Jan** is labeled with **$7600**.
- This is also consistent with the y-axis, where the point lies just above the $7500 mark.

---

✅ **Revenue in Jan: $7600**",line,easy,syn_line_0128__q1,"annotated line; procedural gen (seed=43, idx=28, trend=flat)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_line_0128.png,synthetic,train,lookup_value,true
